cmd_vel_lin_x,cmd_vel_ang_z
0.000000,0.000000
0.041701,-0.246191
-0.002142,-0.351126
-0.001520,-0.513852
-0.002670,-0.513990
-0.002400,-0.512282
-0.001033,-0.515292
-0.017867,-0.515937
-0.000670,-0.512404
-0.000895,-0.510840
-0.001951,-0.520868
-0.001308,-0.516740
-0.003130,-0.515572
-0.002931,-0.513183
0.041535,-0.514800
0.052995,-0.512870
0.111067,-0.510970
0.084677,-0.520323
0.077306,-0.516056
0.073455,-0.513052
0.096224,-0.516835
0.114844,-0.513746
0.129310,-0.511672
0.142391,-0.517303
0.197180,-0.512100
0.227284,-0.518488
0.267817,-0.511291
0.321828,-0.509613
0.378050,-0.524157
0.368924,-0.521470
0.366711,-0.519294
0.392594,-0.509452
0.410458,-0.507241
0.396427,-0.520089
0.431136,-0.508744
0.385195,-0.522886
0.380003,-0.520334
0.369920,-0.519497
0.348624,-0.529665
0.313985,-0.524882
0.293709,-0.524678
0.395932,-0.387266
0.423576,-0.505135
0.401740,-0.529203
0.359319,-0.527458
0.324077,-0.526963
0.301045,-0.523087
0.372107,-0.506311
0.261990,-0.545527
0.404081,-0.422697
0.411570,-0.503946
0.403571,-0.511758
0.425780,-0.527381
0.444230,-0.542237
0.500000,-0.315248
0.500000,-0.114454
0.500000,-0.293931
0.477369,-0.502076
0.469092,-0.533821
0.349044,-0.564282
0.377270,-0.545374
0.363514,-0.540608
0.378865,-0.523964
0.429418,-0.517842
0.500000,-0.323422
0.500000,-0.181619
0.500000,-0.270633
0.500000,-0.106201
0.500000,-0.259586
0.500000,-0.438165
0.500000,-0.041113
0.500000,-0.249315
0.500000,0.033123
0.500000,-0.180978
0.500000,0.073388
0.500000,-0.244147
0.500000,-0.053866
0.500000,0.035628
0.500000,-0.055885
0.500000,0.093552
0.500000,-0.048897
0.500000,0.184377
0.500000,0.328618
0.500000,0.148654
0.500000,0.136292
0.500000,0.005643
0.500000,0.193863
0.500000,-0.044150
0.487677,-0.210515
0.492845,0.044805
0.498713,0.130305
0.499388,0.326087
0.500000,0.078841
0.500000,0.299504
0.500000,0.207739
0.500000,0.018336
0.500000,0.119087
0.500000,-0.075872
0.500000,-0.205593
0.500000,-0.333852
0.500000,-0.316609
0.500000,-0.116421
0.500000,-0.257920
0.500000,-0.025983
0.500000,0.089930
0.500000,0.111766
0.500000,-0.084881
0.500000,-0.035753
0.500000,-0.006645
0.500000,-0.033861
0.500000,-0.211256
0.500000,-0.314149
0.500000,-0.489876
0.500000,-0.321943
0.500000,-0.148668
0.500000,-0.124207
0.500000,-0.043514
0.500000,0.001216
0.500000,-0.178289
0.485017,0.062204
0.500000,0.152155
0.500000,0.349745
0.500000,0.114188
0.500000,0.009066
0.500000,-0.146547
0.500000,-0.306826
0.500000,-0.438986
0.500000,-0.503778
0.500000,-0.501730
0.500000,-0.424081
0.500000,-0.398274
0.500000,-0.358509
0.500000,-0.315849
0.500000,-0.259486
0.500000,-0.213207
0.500000,-0.161962
0.500000,-0.169693
0.500000,-0.105940
0.500000,-0.010359
0.500000,0.014494
0.500000,0.027473
0.500000,0.035005
0.500000,0.061225
0.500000,0.128179
0.500000,0.212037
0.500000,0.210453
0.500000,0.217537
0.500000,0.261472
0.500000,0.251931
0.500000,0.318351
0.500000,0.416025
0.500000,0.250610
0.500000,0.252201
0.500000,0.232623
0.500000,0.297738
0.500000,0.453238
0.500000,0.489043
0.500000,0.440964
0.500000,0.403185
0.500000,0.427103
0.500000,0.500876
0.500000,0.500992
0.500000,0.502987
0.500000,0.501350
0.500000,0.505163
0.500000,0.493485
0.500000,0.450024
0.500000,0.280898
0.500000,0.424664
0.500000,0.405137
0.500000,0.179233
0.500000,0.236240
0.438018,0.438576
0.365236,0.507635
0.365919,0.538354
0.363608,0.533291
0.347256,0.600000
0.308814,0.511509
0.299496,0.512087
0.294931,0.504693
0.421245,0.227739
0.500000,0.148335
0.500000,0.282206
0.231234,0.539734
0.273692,0.443225
0.293423,0.509055
0.208371,0.514285
0.205890,0.354469
0.166557,0.464680
0.127699,0.591426
0.124637,0.504225
0.000000,0.000000
0.012569,0.293469
-0.039239,0.399234
-0.034676,0.398530
-0.037032,0.505789
-0.028976,0.501393
0.033383,0.418740
0.054258,0.203391
0.034214,-0.125946
-0.030778,-0.130844
-0.032072,-0.078674
-0.017848,-0.114013
0.020834,-0.487162
0.078369,-0.249875
0.095117,-0.141178
0.103255,-0.103827
0.133052,0.034237
-0.012006,0.251567
0.281231,0.007790
-0.017402,-0.183774
-0.136423,-0.264549
0.018207,0.180193
-0.012836,-0.244027
0.033140,-0.278827
0.095405,-0.209009
0.221128,-0.097793
0.121916,0.085011
0.143232,0.208502
0.356136,0.049998
0.226876,0.198142
0.121793,0.068761
0.117284,0.011802
0.071929,-0.170194
0.080781,0.182744
-0.029483,0.161756
0.072506,-0.110705
-0.028928,0.184698
0.006621,0.333309
-0.033440,0.450576
-0.024320,0.289281
-0.028386,0.025271
-0.031134,0.018597
-0.043564,-0.016457
-0.035571,0.120483
-0.059476,-0.006852
-0.064096,0.035276
-0.036590,-0.235910
-0.093302,0.043351
0.023603,-0.310770
-0.034650,0.142382
-0.030333,-0.015606
-0.084432,-0.255111
0.023292,-0.272697
0.040588,-0.014111
0.057061,0.016039
0.041864,-0.119369
0.043659,-0.235353
-0.016775,0.092563
-0.053785,-0.393228
-0.030145,-0.255914
-0.018408,-0.422692
-0.037746,-0.513238
-0.021785,-0.273468
-0.025277,-0.260098
0.007491,-0.057071
-0.025216,0.167276
-0.011679,0.271695
-0.015397,0.405480
0.072144,0.124533
-0.054424,0.165288
-0.031548,0.333388
-0.055760,0.368247
-0.010458,0.429819
0.066553,0.246408
0.040530,0.434781
-0.027187,0.251799
-0.067560,0.381519
-0.019084,0.145269
-0.029981,0.101568
-0.027836,-0.077007
-0.050345,-0.206547
-0.030817,-0.315992
-0.052920,-0.147629
-0.054104,-0.353099
-0.053402,-0.370416
-0.029488,-0.304098
0.083273,-0.118733
0.114947,-0.056224
0.148666,0.222229
-0.013083,0.276500
0.092863,0.358569
-0.019047,0.222631
-0.029377,0.469633
-0.013964,0.504306
-0.009810,0.319211
0.108239,0.512735
0.054165,0.497158
0.150870,0.417987
0.212840,0.162480
0.263748,0.150562
0.257372,-0.132507
0.242677,-0.157675
0.022302,-0.074492
-0.030797,-0.320662
0.065306,-0.440998
0.122787,-0.276097
0.178971,-0.199215
0.261589,-0.160547
0.324713,-0.300855
0.390674,-0.219986
0.456273,-0.165316
0.498249,-0.162581
0.500000,-0.182491
0.500000,-0.090162
0.500000,-0.004779
0.500000,-0.050279
0.500000,-0.020560
0.500000,-0.036366
0.500000,-0.043847
0.500000,-0.010388
0.500000,-0.024450
0.500000,0.012647
0.500000,0.021836
0.500000,0.024513
0.500000,0.067648
0.500000,0.312676
0.500000,0.280245
0.500000,0.402098
0.500000,0.500309
0.500000,0.501735
0.500000,0.502166
0.500000,0.501573
0.500000,0.501209
0.500000,0.501749
0.500000,0.500683
0.500000,0.500257
0.500000,0.500204
0.500000,0.452310
0.500000,0.382342
0.500000,0.298348
0.500000,0.223399
0.500000,0.159859
0.500000,0.111987
0.500000,0.043371
0.500000,-0.000067
0.500000,-0.000102
0.500000,-0.000410
0.500000,-0.000408
0.500000,-0.000416
0.500000,-0.000433
0.500000,-0.000431
0.500000,-0.000196
0.500000,-0.000192
0.500000,-0.000239
0.500000,-0.000218
0.500000,-0.000232
0.500000,0.001804
0.500000,-0.000254
0.500000,-0.000275
0.500000,-0.000264
0.500000,-0.000252
0.500000,-0.000047
0.500000,-0.000041
0.500000,-0.000119
0.500000,-0.000126
0.500000,-0.000143
0.500000,-0.000249
0.500000,-0.000271
0.500000,-0.000239
0.500000,-0.000159
0.500000,-0.000146
0.500000,-0.000169
0.500000,-0.000092
0.500000,-0.000121
0.500000,-0.000238
0.500000,0.161684
0.500000,0.168625
0.500000,0.114142
0.500000,0.065380
0.500000,0.031168
0.500000,0.024764
0.500000,0.045646
0.500000,0.021849
0.500000,0.004212
0.500000,0.035491
0.500000,0.044141
0.500000,0.036613
0.500000,0.045098
0.500000,0.031863
0.500000,0.000441
0.500000,0.001001
0.500000,-0.002037
0.500000,0.006628
0.500000,-0.001680
0.500000,-0.037278
0.500000,-0.025289
0.500000,-0.097001
0.500000,-0.099492
0.483622,-0.069711
0.500000,-0.161927
0.500000,-0.150162
0.500000,-0.208935
0.500000,-0.264068
0.491100,-0.342414
0.409715,-0.375940
0.413808,-0.350435
0.400546,-0.347757
0.368212,-0.412796
0.226322,-0.179033
0.162261,-0.117966
0.199405,-0.237174
0.177327,-0.286366
0.134266,-0.199985
0.108343,-0.157508
0.000000,0.000000
0.000000,0.000000
